v8-version,4,6,85,31,0
code-creation,LazyCompile,0,0x128d6818c120,340,"ok assert.js:109:12",0x13520de068a0,~
timer-event-end,"V8.RecompileSynchronous",158591
timer-event-start,"V8.RecompileConcurrent",158621
timer-event-start,"V8.External",158642
timer-event-end,"V8.External",158659
timer-event-start,"V8.External",158691
timer-event-start,"V8.Execute",158704
timer-event-end,"V8.Execute",158712
timer-event-end,"V8.External",158716
timer-event-end,"V8.RecompileConcurrent",158735
timer-event-start,"V8.RecompileSynchronous",158748
code-creation,LazyCompile,1,0x128d6818c280,271,"ok assert.js:109:12",0x13520de068a0,*
timer-event-end,"V8.RecompileSynchronous",158795
timer-event-start,"V8.External",158873
timer-event-end,"V8.External",158893
timer-event-start,"V8.External",158899
timer-event-start,"V8.Execute",158906
timer-event-end,"V8.Execute",158914
timer-event-end,"V8.External",158918
timer-event-start,"V8.External",158931
timer-event-end,"V8.External",158942
timer-event-start,"V8.External",158947
timer-event-end,"V8.External",158955
timer-event-start,"V8.External",158960
timer-event-end,"V8.External",158966
timer-event-start,"V8.External",158975
timer-event-start,"V8.CompileScriptMicroSeconds",158986
timer-event-start,"V8.ParseMicroSeconds",159009
timer-event-end,"V8.ParseMicroSeconds",159376
timer-event-start,"V8.CompileMicroSeconds",159408
timer-event-start,"V8.CompileFullCode",159447
timer-event-start,"V8.CompileFullCode",159461
timer-event-end,"V8.CompileFullCode",159505
code-creation,Function,0,0x128d6818c3a0,1388," /Users/Bongani/.node/lib/node_modules/mocha/node_modules/glob/common.js:1:11",0x34b540160640,~
timer-event-end,"V8.CompileFullCode",159583
code-creation,Script,0,0x128d6818c920,244,"/Users/Bongani/.node/lib/node_modules/mocha/node_modules/glob/common.js",0x34b540160780,~
timer-event-end,"V8.CompileMicroSeconds",159597
timer-event-end,"V8.CompileScriptMicroSeconds",159604
timer-event-end,"V8.External",159608
timer-event-start,"V8.External",159613
timer-event-start,"V8.Execute",159621
timer-event-end,"V8.Execute",159626
timer-event-end,"V8.External",159629
timer-event-start,"V8.IcMiss",159643
timer-event-end,"V8.IcMiss",159654
timer-event-start,"V8.IcMiss",159659
timer-event-end,"V8.IcMiss",159665
timer-event-start,"V8.IcMiss",159669
timer-event-end,"V8.IcMiss",159675
timer-event-start,"V8.IcMiss",159679
timer-event-end,"V8.IcMiss",159685
timer-event-start,"V8.IcMiss",159689
timer-event-end,"V8.IcMiss",159695
timer-event-start,"V8.IcMiss",159698
timer-event-end,"V8.IcMiss",159704
timer-event-start,"V8.IcMiss",159708
timer-event-end,"V8.IcMiss",159714
timer-event-start,"V8.IcMiss",159717
timer-event-end,"V8.IcMiss",159723
timer-event-start,"V8.IcMiss",159727
timer-event-end,"V8.IcMiss",159733
timer-event-start,"V8.IcMiss",159774
timer-event-end,"V8.IcMiss",159782
timer-event-start,"V8.IcMiss",159787
timer-event-end,"V8.IcMiss",159791
timer-event-start,"V8.IcMiss",159795
timer-event-end,"V8.IcMiss",159799
timer-event-start,"V8.IcMiss",159802
timer-event-end,"V8.IcMiss",159807
timer-event-start,"V8.IcMiss",159810
timer-event-end,"V8.IcMiss",159814
timer-event-start,"V8.IcMiss",159818
timer-event-end,"V8.IcMiss",159822
timer-event-start,"V8.IcMiss",159826
timer-event-start,"V8.External",159830
timer-event-end,"V8.External",159846
timer-event-end,"V8.IcMiss",159851
timer-event-start,"V8.IcMiss",159855
timer-event-end,"V8.IcMiss",159862
timer-event-start,"V8.IcMiss",159867
timer-event-start,"V8.External",159871
timer-event-end,"V8.External",159875
timer-event-end,"V8.IcMiss",159878
timer-event-start,"V8.IcMiss",159882
timer-event-end,"V8.IcMiss",159888
timer-event-start,"V8.IcMiss",159892
timer-event-start,"V8.External",159896
timer-event-end,"V8.External",159899
timer-event-end,"V8.IcMiss",159903
timer-event-start,"V8.IcMiss",159906
timer-event-end,"V8.IcMiss",159913
timer-event-start,"V8.IcMiss",159917
timer-event-start,"V8.External",159921
timer-event-end,"V8.External",159924
timer-event-end,"V8.IcMiss",159928
timer-event-start,"V8.IcMiss",159931
timer-event-end,"V8.IcMiss",159937
timer-event-start,"V8.IcMiss",159942
timer-event-start,"V8.External",159946
timer-event-end,"V8.External",159949
timer-event-end,"V8.IcMiss",159953
timer-event-start,"V8.IcMiss",159956
timer-event-end,"V8.IcMiss",159962
timer-event-start,"V8.IcMiss",159966
timer-event-start,"V8.External",159971
timer-event-end,"V8.External",159974
timer-event-end,"V8.IcMiss",159978
timer-event-start,"V8.IcMiss",159981
timer-event-end,"V8.IcMiss",159987
timer-event-start,"V8.IcMiss",159991
timer-event-start,"V8.External",159996
timer-event-end,"V8.External",159999
timer-event-end,"V8.IcMiss",160002
timer-event-start,"V8.IcMiss",160006
timer-event-end,"V8.IcMiss",160012
timer-event-start,"V8.IcMiss",160016
timer-event-start,"V8.External",160020
timer-event-end,"V8.External",160024
timer-event-end,"V8.IcMiss",160027
timer-event-start,"V8.IcMiss",160031
timer-event-end,"V8.IcMiss",160037
timer-event-start,"V8.IcMiss",160041
timer-event-start,"V8.External",160045
timer-event-end,"V8.External",160049
timer-event-end,"V8.IcMiss",160052
timer-event-start,"V8.IcMiss",160056
timer-event-end,"V8.IcMiss",160062
timer-event-start,"V8.IcMiss",160066
timer-event-start,"V8.External",160070
timer-event-end,"V8.External",160073
timer-event-end,"V8.IcMiss",160077
timer-event-start,"V8.IcMiss",160081
timer-event-end,"V8.IcMiss",160087
timer-event-start,"V8.IcMiss",160091
timer-event-start,"V8.External",160095
timer-event-end,"V8.External",160099
timer-event-end,"V8.IcMiss",160102
timer-event-start,"V8.IcMiss",160105
timer-event-end,"V8.IcMiss",160111
timer-event-start,"V8.IcMiss",160115
timer-event-start,"V8.External",160120
timer-event-end,"V8.External",160123
timer-event-end,"V8.IcMiss",160136
timer-event-start,"V8.IcMiss",160140
timer-event-end,"V8.IcMiss",160147
timer-event-start,"V8.IcMiss",160151
timer-event-start,"V8.External",160156
timer-event-end,"V8.External",160159
timer-event-end,"V8.IcMiss",160163
timer-event-start,"V8.IcMiss",160166
timer-event-end,"V8.IcMiss",160172
timer-event-start,"V8.IcMiss",160200
timer-event-end,"V8.IcMiss",160208
timer-event-start,"V8.IcMiss",160212
timer-event-end,"V8.IcMiss",160216
timer-event-start,"V8.IcMiss",160220
timer-event-end,"V8.IcMiss",160224
timer-event-start,"V8.IcMiss",160227
timer-event-end,"V8.IcMiss",160231
timer-event-start,"V8.External",160262
timer-event-end,"V8.External",160278
timer-event-start,"V8.External",160291
timer-event-end,"V8.External",160320
timer-event-start,"V8.IcMiss",160389
timer-event-end,"V8.IcMiss",160398
timer-event-start,"V8.External",160413
timer-event-end,"V8.External",160426
timer-event-start,"V8.External",160458
timer-event-start,"V8.Execute",160470
timer-event-end,"V8.Execute",160478
timer-event-end,"V8.External",160482
timer-event-start,"V8.ParseLazyMicroSeconds",160489
timer-event-end,"V8.ParseLazyMicroSeconds",160508
timer-event-start,"V8.RecompileSynchronous",160520
timer-event-start,"V8.CompileFullCode",160525
timer-event-end,"V8.CompileFullCode",160545
code-creation,LazyCompile,0,0x128d6818ca20,324,"fs.Stats.isSymbolicLink fs.js:163:45",0x13520de266a8,~
timer-event-start,"V8.ParseLazyMicroSeconds",160582
timer-event-end,"V8.ParseLazyMicroSeconds",160602
timer-event-start,"V8.CompileFullCode",160612
timer-event-end,"V8.CompileFullCode",160628
code-creation,LazyCompile,0,0x128d6818cb80,340,"fs.Stats._checkModeProperty fs.js:143:49",0x13520de26360,~
timer-event-end,"V8.RecompileSynchronous",160677
timer-event-start,"V8.External",160702
timer-event-start,"V8.RecompileConcurrent",160709
timer-event-start,"V8.Execute",160738
timer-event-end,"V8.Execute",160748
timer-event-end,"V8.External",160753
timer-event-start,"V8.External",160817
timer-event-end,"V8.External",160834
timer-event-start,"V8.External",160840
timer-event-start,"V8.Execute",160846
timer-event-end,"V8.Execute",160853
timer-event-end,"V8.External",160857
timer-event-end,"V8.RecompileConcurrent",160873
timer-event-start,"V8.RecompileSynchronous",160886
code-creation,LazyCompile,1,0x128d6818cce0,593,"fs.Stats.isSymbolicLink fs.js:163:45",0x13520de266a8,*
timer-event-end,"V8.RecompileSynchronous",161020
timer-event-start,"V8.External",161065
timer-event-end,"V8.External",161101
timer-event-start,"V8.External",161123
timer-event-end,"V8.External",161134
timer-event-start,"V8.External",161141
timer-event-end,"V8.External",161147
timer-event-start,"V8.External",161158
timer-event-start,"V8.CompileScriptMicroSeconds",161173
timer-event-start,"V8.ParseMicroSeconds",161187
timer-event-end,"V8.ParseMicroSeconds",161307
timer-event-start,"V8.CompileMicroSeconds",161324
timer-event-start,"V8.CompileFullCode",161345
timer-event-start,"V8.CompileFullCode",161360
timer-event-end,"V8.CompileFullCode",161400
code-creation,Function,0,0x128d6818cf40,764," /Users/Bongani/.node/lib/node_modules/mocha/node_modules/inflight/inflight.js:1:11",0x34b540161df8,~
timer-event-end,"V8.CompileFullCode",161439
code-creation,Script,0,0x128d6818d240,244,"/Users/Bongani/.node/lib/node_modules/mocha/node_modules/inflight/inflight.js",0x34b540161f38,~
timer-event-end,"V8.CompileMicroSeconds",161455
timer-event-end,"V8.CompileScriptMicroSeconds",161463
timer-event-end,"V8.External",161468
timer-event-start,"V8.External",161474
timer-event-start,"V8.Execute",161489
timer-event-end,"V8.Execute",161495
timer-event-end,"V8.External",161500
timer-event-start,"V8.External",161548
timer-event-end,"V8.External",161564
timer-event-start,"V8.External",161579
timer-event-end,"V8.External",161594
timer-event-start,"V8.External",161609
timer-event-end,"V8.External",161646
timer-event-start,"V8.External",161711
timer-event-end,"V8.External",161729
timer-event-start,"V8.External",161769
timer-event-start,"V8.Execute",161784
timer-event-end,"V8.Execute",161795
timer-event-end,"V8.External",161800
timer-event-start,"V8.External",161838
timer-event-start,"V8.Execute",161854
timer-event-end,"V8.Execute",161863
timer-event-end,"V8.External",161868
timer-event-start,"V8.External",161952
timer-event-end,"V8.External",161974
timer-event-start,"V8.External",161981
timer-event-start,"V8.Execute",161989
timer-event-end,"V8.Execute",161997
timer-event-end,"V8.External",162002
timer-event-start,"V8.External",162016
timer-event-end,"V8.External",162027
timer-event-start,"V8.External",162033
timer-event-end,"V8.External",162043
timer-event-start,"V8.External",162049
timer-event-end,"V8.External",162055
timer-event-start,"V8.External",162064
timer-event-start,"V8.CompileScriptMicroSeconds",162078
timer-event-start,"V8.ParseMicroSeconds",162091
timer-event-end,"V8.ParseMicroSeconds",162189
timer-event-start,"V8.CompileMicroSeconds",162204
timer-event-start,"V8.CompileFullCode",162223
timer-event-start,"V8.CompileFullCode",162235
timer-event-end,"V8.CompileFullCode",162255
code-creation,Function,0,0x128d6818d340,276," /Users/Bongani/.node/lib/node_modules/mocha/node_modules/wrappy/wrappy.js:1:11",0x34b540162580,~
timer-event-end,"V8.CompileFullCode",162291
code-creation,Script,0,0x128d6818d460,244,"/Users/Bongani/.node/lib/node_modules/mocha/node_modules/wrappy/wrappy.js",0x34b5401626c0,~
timer-event-end,"V8.CompileMicroSeconds",162307
timer-event-end,"V8.CompileScriptMicroSeconds",162315
timer-event-end,"V8.External",162321
timer-event-start,"V8.External",162326
timer-event-start,"V8.Execute",162336
timer-event-end,"V8.Execute",162341
timer-event-end,"V8.External",162346
timer-event-start,"V8.IcMiss",162358
timer-event-end,"V8.IcMiss",162367
timer-event-start,"V8.IcMiss",162372
timer-event-end,"V8.IcMiss",162379
timer-event-start,"V8.IcMiss",162383
timer-event-end,"V8.IcMiss",162389
timer-event-start,"V8.External",162435
timer-event-end,"V8.External",162454
timer-event-start,"V8.External",162474
timer-event-end,"V8.External",162510
timer-event-start,"V8.IcMiss",162588
timer-event-end,"V8.IcMiss",162598
timer-event-start,"V8.External",162627
timer-event-end,"V8.External",162644
timer-event-start,"V8.External",162681
timer-event-start,"V8.Execute",162696
timer-event-end,"V8.Execute",162706
timer-event-end,"V8.External",162711
timer-event-start,"V8.External",162732
timer-event-start,"V8.Execute",162746
timer-event-end,"V8.Execute",162754
timer-event-end,"V8.External",162759
timer-event-start,"V8.External",162832
timer-event-end,"V8.External",162853
timer-event-start,"V8.External",162860
timer-event-start,"V8.Execute",162868
timer-event-end,"V8.Execute",162876
timer-event-end,"V8.External",162881
timer-event-start,"V8.External",162895
timer-event-end,"V8.External",162906
timer-event-start,"V8.External",162912
timer-event-end,"V8.External",162921
timer-event-start,"V8.External",162927
timer-event-end,"V8.External",162933
timer-event-start,"V8.External",162942
timer-event-start,"V8.CompileScriptMicroSeconds",162956
timer-event-start,"V8.ParseMicroSeconds",162967
timer-event-end,"V8.ParseMicroSeconds",163043
timer-event-start,"V8.CompileMicroSeconds",163059
timer-event-start,"V8.CompileFullCode",163074
timer-event-start,"V8.CompileFullCode",163086
timer-event-end,"V8.CompileFullCode",163114
code-creation,Function,0,0x128d6818d560,468," /Users/Bongani/.node/lib/node_modules/mocha/node_modules/once/once.js:1:11",0x34b540162fa8,~
timer-event-end,"V8.CompileFullCode",163153
code-creation,Script,0,0x128d6818d740,244,"/Users/Bongani/.node/lib/node_modules/mocha/node_modules/once/once.js",0x34b5401630e8,~
timer-event-end,"V8.CompileMicroSeconds",163168
timer-event-end,"V8.CompileScriptMicroSeconds",163176
timer-event-end,"V8.External",163181
timer-event-start,"V8.External",163187
timer-event-start,"V8.Execute",163196
timer-event-end,"V8.Execute",163202
timer-event-end,"V8.External",163206
timer-event-start,"V8.External",163247
timer-event-end,"V8.External",163262
timer-event-start,"V8.ParseLazyMicroSeconds",163300
timer-event-end,"V8.ParseLazyMicroSeconds",163384
timer-event-start,"V8.CompileFullCode",163410
timer-event-end,"V8.CompileFullCode",163446
code-creation,LazyCompile,0,0x128d6818d840,724,"wrappy /Users/Bongani/.node/lib/node_modules/mocha/node_modules/wrappy/wrappy.js:7:17",0x34b540162408,~
timer-event-start,"V8.IcMiss",163483
timer-event-end,"V8.IcMiss",163490
timer-event-start,"V8.IcMiss",163495
timer-event-end,"V8.IcMiss",163500
timer-event-start,"V8.IcMiss",163504
timer-event-end,"V8.IcMiss",163511
timer-event-start,"V8.IcMiss",163515
timer-event-end,"V8.IcMiss",163521
timer-event-start,"V8.IcMiss",163529
timer-event-end,"V8.IcMiss",163535
timer-event-start,"V8.IcMiss",163541
timer-event-start,"V8.External",163548
timer-event-end,"V8.External",163553
timer-event-end,"V8.IcMiss",163557
timer-event-start,"V8.IcMiss",163562
timer-event-end,"V8.IcMiss",163569
timer-event-start,"V8.ParseLazyMicroSeconds",163577
timer-event-end,"V8.ParseLazyMicroSeconds",163614
timer-event-start,"V8.CompileFullCode",163629
timer-event-end,"V8.CompileFullCode",163652
code-creation,LazyCompile,0,0x128d6818db20,316,"once /Users/Bongani/.node/lib/node_modules/mocha/node_modules/once/once.js:13:15",0x34b540162d60,~
timer-event-start,"V8.IcMiss",163672
timer-event-end,"V8.IcMiss",163686
timer-event-start,"V8.IcMiss",163691
timer-event-end,"V8.IcMiss",163700
timer-event-start,"V8.IcMiss",163707
timer-event-end,"V8.IcMiss",163714
timer-event-start,"V8.IcMiss",163718
timer-event-end,"V8.IcMiss",163724
timer-event-start,"V8.IcMiss",163731
code-creation,Handler,3,0x128d6818dc60,164,"forEach"
timer-event-end,"V8.IcMiss",163755
timer-event-start,"V8.IcMiss",163761
timer-event-end,"V8.IcMiss",163767
timer-event-start,"V8.IcMiss",163780
timer-event-end,"V8.IcMiss",163787
timer-event-start,"V8.IcMiss",163791
timer-event-end,"V8.IcMiss",163796
timer-event-start,"V8.IcMiss",163853
timer-event-end,"V8.IcMiss",163868
timer-event-start,"V8.IcMiss",163874
timer-event-end,"V8.IcMiss",163879
timer-event-start,"V8.IcMiss",163883
timer-event-end,"V8.IcMiss",163891
timer-event-start,"V8.IcMiss",163896
timer-event-end,"V8.IcMiss",163904
timer-event-start,"V8.IcMiss",163910
timer-event-end,"V8.IcMiss",163917
timer-event-start,"V8.IcMiss",163922
timer-event-end,"V8.IcMiss",163929
timer-event-start,"V8.IcMiss",163934
timer-event-start,"V8.External",163941
timer-event-end,"V8.External",163946
timer-event-end,"V8.IcMiss",163950
timer-event-start,"V8.IcMiss",163955
code-creation,Handler,3,0x128d6818dd20,204,"super_"
code-creation,StorePolymorphicIC,9,0x128d6818de00,194,"super_"
timer-event-end,"V8.IcMiss",163997
timer-event-start,"V8.IcMiss",164002
timer-event-start,"V8.External",164012
timer-event-end,"V8.External",164025
timer-event-end,"V8.IcMiss",164030
timer-event-start,"V8.IcMiss",164035
timer-event-start,"V8.External",164040
timer-event-end,"V8.External",164045
timer-event-end,"V8.IcMiss",164049
timer-event-start,"V8.IcMiss",164057
timer-event-start,"V8.External",164062
timer-event-end,"V8.External",164067
timer-event-end,"V8.IcMiss",164071
timer-event-start,"V8.IcMiss",164075
timer-event-end,"V8.IcMiss",164084
timer-event-start,"V8.IcMiss",164089
timer-event-start,"V8.External",164094
timer-event-end,"V8.External",164098
timer-event-end,"V8.IcMiss",164102
timer-event-start,"V8.IcMiss",164107
timer-event-end,"V8.IcMiss",164114
timer-event-start,"V8.IcMiss",164119
timer-event-start,"V8.External",164124
timer-event-end,"V8.External",164128
timer-event-end,"V8.IcMiss",164132
timer-event-start,"V8.IcMiss",164136
timer-event-end,"V8.IcMiss",164144
timer-event-start,"V8.IcMiss",164148
timer-event-start,"V8.External",164153
timer-event-end,"V8.External",164158
timer-event-end,"V8.IcMiss",164162
timer-event-start,"V8.IcMiss",164166
timer-event-end,"V8.IcMiss",164174
timer-event-start,"V8.IcMiss",164178
timer-event-start,"V8.External",164183
timer-event-end,"V8.External",164188
timer-event-end,"V8.IcMiss",164192
timer-event-start,"V8.IcMiss",164196
timer-event-end,"V8.IcMiss",164203
timer-event-start,"V8.IcMiss",164208
timer-event-start,"V8.External",164213
timer-event-end,"V8.External",164217
timer-event-end,"V8.IcMiss",164221
timer-event-start,"V8.IcMiss",164226
timer-event-end,"V8.IcMiss",164233
timer-event-start,"V8.IcMiss",164251
timer-event-start,"V8.External",164257
timer-event-end,"V8.External",164261
timer-event-end,"V8.IcMiss",164265
timer-event-start,"V8.IcMiss",164270
timer-event-end,"V8.IcMiss",164278
timer-event-start,"V8.IcMiss",164283
timer-event-start,"V8.External",164288
timer-event-end,"V8.External",164292
timer-event-end,"V8.IcMiss",164296
timer-event-start,"V8.IcMiss",164301
timer-event-end,"V8.IcMiss",164308
timer-event-start,"V8.IcMiss",164313
timer-event-start,"V8.External",164318
timer-event-end,"V8.External",164322
timer-event-end,"V8.IcMiss",164326
timer-event-start,"V8.IcMiss",164331
timer-event-end,"V8.IcMiss",164338
timer-event-start,"V8.IcMiss",164342
timer-event-start,"V8.External",164347
timer-event-end,"V8.External",164351
timer-event-end,"V8.IcMiss",164355
timer-event-start,"V8.IcMiss",164360
timer-event-end,"V8.IcMiss",164367
timer-event-start,"V8.IcMiss",164372
timer-event-start,"V8.External",164377
timer-event-end,"V8.External",164382
timer-event-end,"V8.IcMiss",164386
timer-event-start,"V8.IcMiss",164390
timer-event-end,"V8.IcMiss",164397
timer-event-start,"V8.IcMiss",164401
timer-event-start,"V8.External",164406
timer-event-end,"V8.External",164411
timer-event-end,"V8.IcMiss",164414
timer-event-start,"V8.IcMiss",164424
timer-event-end,"V8.IcMiss",164433
timer-event-start,"V8.IcMiss",164437
timer-event-start,"V8.External",164443
timer-event-end,"V8.External",164447
timer-event-end,"V8.IcMiss",164451
timer-event-start,"V8.IcMiss",164456
timer-event-end,"V8.IcMiss",164462
timer-event-start,"V8.IcMiss",164467
timer-event-start,"V8.External",164472
timer-event-end,"V8.External",164476
timer-event-end,"V8.IcMiss",164480
timer-event-start,"V8.IcMiss",164485
timer-event-end,"V8.IcMiss",164491
timer-event-start,"V8.IcMiss",164496
timer-event-start,"V8.External",164501
timer-event-end,"V8.External",164505
timer-event-end,"V8.IcMiss",164509
timer-event-start,"V8.IcMiss",164514
timer-event-end,"V8.IcMiss",164521
timer-event-start,"V8.IcMiss",164526
timer-event-start,"V8.External",164531
timer-event-end,"V8.External",164535
timer-event-end,"V8.IcMiss",164539
timer-event-start,"V8.IcMiss",164544
timer-event-end,"V8.IcMiss",164551
timer-event-start,"V8.IcMiss",164556
timer-event-start,"V8.External",164560
timer-event-end,"V8.External",164565
timer-event-end,"V8.IcMiss",164569
timer-event-start,"V8.IcMiss",164573
timer-event-end,"V8.IcMiss",164580
timer-event-start,"V8.IcMiss",164585
timer-event-start,"V8.External",164590
timer-event-end,"V8.External",164594
timer-event-end,"V8.IcMiss",164598
timer-event-start,"V8.IcMiss",164602
timer-event-end,"V8.IcMiss",164610
timer-event-start,"V8.IcMiss",164615
timer-event-start,"V8.External",164620
timer-event-end,"V8.External",164624
timer-event-end,"V8.IcMiss",164628
timer-event-start,"V8.IcMiss",164633
timer-event-end,"V8.IcMiss",164639
timer-event-start,"V8.IcMiss",164644
timer-event-start,"V8.External",164649
timer-event-end,"V8.External",164653
timer-event-end,"V8.IcMiss",164657
timer-event-start,"V8.IcMiss",164662
timer-event-end,"V8.IcMiss",164668
timer-event-start,"V8.IcMiss",164673
timer-event-start,"V8.External",164678
timer-event-end,"V8.External",164682
timer-event-end,"V8.IcMiss",164686
timer-event-start,"V8.IcMiss",164691
timer-event-end,"V8.IcMiss",164698
timer-event-start,"V8.IcMiss",164703
timer-event-start,"V8.External",164708
timer-event-end,"V8.External",164712
timer-event-end,"V8.IcMiss",164716
timer-event-start,"V8.IcMiss",164720
timer-event-end,"V8.IcMiss",164728
timer-event-start,"V8.IcMiss",164741
timer-event-end,"V8.IcMiss",164748
timer-event-start,"V8.IcMiss",164756
timer-event-end,"V8.IcMiss",164763
timer-event-start,"V8.IcMiss",164771
timer-event-end,"V8.IcMiss",164777
timer-event-start,"V8.IcMiss",164784
timer-event-end,"V8.IcMiss",164790
timer-event-start,"V8.External",164836
timer-event-end,"V8.External",164856
timer-event-start,"V8.External",164871
timer-event-end,"V8.External",164887
timer-event-start,"V8.External",164896
timer-event-end,"V8.External",164905
timer-event-start,"V8.External",164913
timer-event-end,"V8.External",164921
timer-event-start,"V8.External",164941
timer-event-end,"V8.External",164950
timer-event-start,"V8.External",164962
timer-event-end,"V8.External",164973
timer-event-start,"V8.External",164985
timer-event-end,"V8.External",165004
timer-event-start,"V8.External",165049
timer-event-start,"V8.Execute",165062
timer-event-end,"V8.Execute",165070
timer-event-end,"V8.External",165074
timer-event-start,"V8.External",165092
timer-event-start,"V8.Execute",165104
timer-event-end,"V8.Execute",165111
timer-event-end,"V8.External",165115
timer-event-start,"V8.External",165156
timer-event-end,"V8.External",165163
timer-event-start,"V8.External",165197
timer-event-end,"V8.External",165212
timer-event-start,"V8.External",165217
timer-event-start,"V8.Execute",165224
timer-event-end,"V8.Execute",165232
timer-event-end,"V8.External",165236
timer-event-start,"V8.External",165248
timer-event-end,"V8.External",165257
timer-event-start,"V8.External",165261
timer-event-end,"V8.External",165269
timer-event-start,"V8.External",165274
timer-event-end,"V8.External",165279
timer-event-start,"V8.External",165287
timer-event-start,"V8.CompileScriptMicroSeconds",165298
timer-event-start,"V8.ParseMicroSeconds",165308
timer-event-end,"V8.ParseMicroSeconds",165372
timer-event-start,"V8.CompileMicroSeconds",165385
timer-event-start,"V8.CompileFullCode",165397
timer-event-start,"V8.CompileFullCode",165407
timer-event-end,"V8.CompileFullCode",165429
code-creation,Function,0,0x128d6818dee0,292," /Users/Bongani/.node/lib/node_modules/mocha/lib/to-iso-string/index.js:1:11",0x34b5401647c8,~
timer-event-end,"V8.CompileFullCode",165458
code-creation,Script,0,0x128d6818e020,244,"/Users/Bongani/.node/lib/node_modules/mocha/lib/to-iso-string/index.js",0x34b540164908,~
timer-event-end,"V8.CompileMicroSeconds",165471
timer-event-end,"V8.CompileScriptMicroSeconds",165477
timer-event-end,"V8.External",165481
timer-event-start,"V8.External",165486
timer-event-start,"V8.Execute",165494
timer-event-end,"V8.Execute",165498
timer-event-end,"V8.External",165502
timer-event-start,"V8.IcMiss",165517
timer-event-end,"V8.IcMiss",165524
timer-event-start,"V8.IcMiss",165548
timer-event-end,"V8.IcMiss",165556
timer-event-start,"V8.IcMiss",165560
timer-event-end,"V8.IcMiss",165569
timer-event-start,"V8.IcMiss",165574
timer-event-end,"V8.IcMiss",165580
timer-event-start,"V8.IcMiss",165584
timer-event-end,"V8.IcMiss",165590
timer-event-start,"V8.IcMiss",165595
timer-event-end,"V8.IcMiss",165600
timer-event-start,"V8.IcMiss",165605
timer-event-end,"V8.IcMiss",165611
timer-event-start,"V8.IcMiss",165615
timer-event-end,"V8.IcMiss",165621
timer-event-start,"V8.IcMiss",165625
timer-event-end,"V8.IcMiss",165631
timer-event-start,"V8.IcMiss",165635
timer-event-end,"V8.IcMiss",165641
timer-event-start,"V8.IcMiss",165646
timer-event-end,"V8.IcMiss",165652
timer-event-start,"V8.IcMiss",165656
timer-event-end,"V8.IcMiss",165660
timer-event-start,"V8.IcMiss",165664
timer-event-end,"V8.IcMiss",165668
timer-event-start,"V8.IcMiss",165672
timer-event-end,"V8.IcMiss",165677
timer-event-start,"V8.IcMiss",165681
timer-event-end,"V8.IcMiss",165685
timer-event-start,"V8.IcMiss",165688
timer-event-end,"V8.IcMiss",165698
timer-event-start,"V8.IcMiss",165702
timer-event-end,"V8.IcMiss",165709
timer-event-start,"V8.IcMiss",165713
timer-event-end,"V8.IcMiss",165717
timer-event-start,"V8.IcMiss",165721
timer-event-end,"V8.IcMiss",165725
timer-event-start,"V8.IcMiss",165728
code-creation,Handler,3,0x128d6818e120,171,"Array"
timer-event-end,"V8.IcMiss",165747
timer-event-start,"V8.IcMiss",165751
timer-event-end,"V8.IcMiss",165755
timer-event-start,"V8.IcMiss",165758
timer-event-end,"V8.IcMiss",165765
timer-event-start,"V8.IcMiss",165769
timer-event-end,"V8.IcMiss",165773
timer-event-start,"V8.IcMiss",165777
code-creation,Handler,3,0x128d6818e1e0,171,"Buffer"
timer-event-end,"V8.IcMiss",165792
timer-event-start,"V8.IcMiss",165796
timer-event-start,"V8.External",165800
timer-event-end,"V8.External",165804
timer-event-end,"V8.IcMiss",165807
timer-event-start,"V8.IcMiss",165810
timer-event-end,"V8.IcMiss",165814
timer-event-start,"V8.IcMiss",165828
timer-event-start,"V8.External",165832
timer-event-end,"V8.External",165836
timer-event-end,"V8.IcMiss",165839
timer-event-start,"V8.IcMiss",165843
timer-event-start,"V8.External",165847
timer-event-end,"V8.External",165850
timer-event-end,"V8.IcMiss",165854
timer-event-start,"V8.IcMiss",165858
timer-event-end,"V8.IcMiss",165863
timer-event-start,"V8.IcMiss",165866
timer-event-end,"V8.IcMiss",165870
timer-event-start,"V8.IcMiss",165873
timer-event-end,"V8.IcMiss",165878
timer-event-start,"V8.IcMiss",165882
timer-event-end,"V8.IcMiss",165890
timer-event-start,"V8.IcMiss",165894
timer-event-end,"V8.IcMiss",165899
timer-event-start,"V8.IcMiss",165907
timer-event-end,"V8.IcMiss",165913
timer-event-start,"V8.IcMiss",165918
timer-event-end,"V8.IcMiss",165924
timer-event-start,"V8.IcMiss",165929
timer-event-end,"V8.IcMiss",165934
timer-event-start,"V8.IcMiss",165938
timer-event-end,"V8.IcMiss",165944
timer-event-start,"V8.IcMiss",165948
timer-event-end,"V8.IcMiss",165954
timer-event-start,"V8.IcMiss",165958
timer-event-end,"V8.IcMiss",165964
timer-event-start,"V8.IcMiss",165968
timer-event-end,"V8.IcMiss",165974
timer-event-start,"V8.IcMiss",165978
timer-event-end,"V8.IcMiss",165984
timer-event-start,"V8.IcMiss",165988
timer-event-end,"V8.IcMiss",165994
timer-event-start,"V8.IcMiss",165999
timer-event-end,"V8.IcMiss",166004
timer-event-start,"V8.IcMiss",166008
timer-event-end,"V8.IcMiss",166014
timer-event-start,"V8.IcMiss",166018
